salinity,temperature,humidity,time_of_day,moisture_below_60
1.45,33,59,10.02,1
1.62,33.4,59,11.12,1
1.84,34.1,56,11.48,1
0.52,35.4,50,12.42,1
0.96,36,50,13.55,1
1.33,35.2,56,15.88,1
1.08,34.2,53,16.7,1
1.39,34.3,56,17.32,1
1.42,31.1,63,21.45,1
1.64,31.1,63,22.4,1
0.76,31,63,23.12,1
1.73,31.2,63,7.45,1
1.04,28.6,70,8.85,1
0.98,33,59,9.85,1
1.23,34.1,56,11.43,1
0.85,35.2,50,13.43,1
1.51,35.4,50,14,1
1.75,35.4,53,16.8,1
0.94,31.2,66,21.95,1
1.08,31.3,71,22.73,1
0.44,27.1,89,3.25,1
1.84,28,84,5.35,1
0.68,30.1,75,8.65,1
1.12,29,67,8.8,1
0.5,33.2,63,11.18,1
1.5,34.2,47,17.73,1
1.36,31.1,66,20.67,1
0.57,31,66,20.92,1
0.94,34.1,50,17.57,1
1.45,36.2,50,13.7,1
0.66,31.3,71,19.03,1
0.45,29.3,75,0.57,1
1.59,29.1,75,2.3,1
0.43,28.4,84,3.95,1
1.11,28.1,84,5.5,1
1.51,28,72,8.83,1
0.59,30,63,9.43,1
1.84,33.4,63,10.75,1
0.96,32.1,71,12.57,1
0.54,32.1,71,13.18,1
0.66,34.1,63,13.55,1
0.69,35.3,56,13.37,1
1.89,35.4,56,13.83,1
1.35,34.3,60,10.52,1
1.41,34.4,63,12.08,1
1.26,30,79,20.62,1
2.91,30.1,70,0.57,0
8.99,29.1,75,5.3,0
6.12,29.2,75,6.7,0
8.58,33.4,63,10.28,0
2.09,33.4,53,19.02,0
1.32,29.3,66,6.28,1
1.64,35.2,50,12.95,1
1.88,34.2,53,16.75,1
1.9,33.3,59,18.95,1
1.96,31.4,63,21.05,1
1.64,31.3,63,21.83,1
0.61,30.1,70,1.53,1
1.51,30.3,70,1.62,1
1.84,29,70,6.92,1
0.6,29.2,70,7.12,1
1.89,28.6,70,8.72,1
0.75,33.2,59,11.2,1
1.09,34.1,56,11.33,1
1.8,34,56,11.97,1
1.94,34.1,60,17.67,1
0.59,34.4,60,19.2,1
1.01,26.4,82,20.62,1
1.25,32.2,63,20.82,1
1.31,28.1,84,6.17,1
1.15,29.1,79,7.22,1
1.51,29,67,8.55,1
0.68,34.4,60,11.6,1
0.66,34.3,53,13.82,1
1.41,34.1,47,17.38,1
0.71,34.2,47,17.6,1
1.19,31,66,20.88,1
0.94,31.2,66,21.78,1
1.2,31.2,63,22.77,1
0.76,30.1,66,23.8,1
0.74,32.4,56,10.6,1
1.89,30.1,66,23.63,1
0.57,34.1,60,11.72,1
0.76,28,79,22.25,1
1.69,29.1,70,23.9,1
0.96,29.2,75,0.5,1
0.73,29.1,75,2.32,1
1.93,28.3,84,3.3,1
0.81,28.4,84,4.3,1
0.99,34.3,56,12.28,1
0.68,34.1,63,13.42,1
1.3,34.1,63,14.22,1
0.79,34.1,60,11.53,1
1.11,34.1,60,11.7,1
1.07,29,79,15.95,1
0.97,29.2,79,16.13,1
0.87,30.4,67,16.32,1
1.89,34.2,63,11.53,1
0.77,34.3,63,12.02,1
1.4,36.2,50,13.5,1
1.54,32.2,71,18.45,1
1.88,32.1,71,18.88,1
6.97,30.3,70,7.5,0
4.76,30.3,70,8.53,0
0.96,30.3,66,0.02,1
0.8,31.2,66,8.4,1
0.99,31.2,66,8.5,1
1.61,35.1,50,15.03,1
1.38,35.3,56,15.28,1
0.55,34.2,53,17.05,1
0.72,33.1,59,18.73,1
1.65,31.1,63,20.62,1
1.79,31.1,63,22.23,1
1.74,31.1,63,22.25,1
1.29,30.4,70,2.18,1
1.26,35.1,50,14.13,1
1.09,35,53,16.53,1
1.64,29.3,75,23.52,1
1.87,27.4,89,2.63,1
1.11,25,88,5.22,1
0.46,32.3,67,10.15,1
0.81,33.2,63,10.87,1
1.41,35.3,50,14.63,1
0.94,31.2,66,21.75,1
1.75,34.4,50,17.32,1
1.57,34,50,17.95,1
2.8,30.1,66,0.32,0
1.16,36.2,50,13.7,1
1.72,35,53,13.15,1
0.96,28.2,79,22.62,1
1.11,28.2,79,22.68,1
1.19,28.3,84,3.42,1
1.69,32.2,67,9.73,1
1.02,32.1,67,9.85,1
0.8,33.4,63,11.17,1
1.26,30.4,61,11.85,1
1.99,35.3,56,13.75,1
1.98,34.3,60,10.33,1
1.05,36.4,53,16.05,1
1.46,35.4,44,12.3,1
1.76,36.4,42,17.2,1
1.25,31.3,75,19.83,1
7.6,30.4,66,1.82,0
3.44,30,66,4.47,0
3.5,29.1,75,5.77,0
3.75,30.3,70,7.38,0
7.49,28.3,71,18.32,0
1.81,29.1,66,2.8,1
1.53,29.1,66,3.43,1
1.16,29.2,66,4.67,1
0.41,29.4,66,4.97,1
1.85,29.3,66,6.48,1
0.66,25.2,88,6.77,1
1.66,31.2,66,8.12,1
0.67,35.3,56,15.55,1
1.27,35.2,56,16.13,1
1.75,33.4,59,18.28,1
1.06,31.3,63,21.98,1
0.41,31,63,23.18,1
0.99,30.1,66,3.53,1
1.75,29.2,70,7.22,1
1.39,33.2,59,10.88,1
1.39,35.2,53,15.98,1
1.71,35.1,53,17.05,1
0.43,32.2,63,20.02,1
1.98,32.3,63,21.27,1
1.86,31.2,66,21.93,1
0.74,29.1,79,6.77,1
1.74,29.1,79,7.03,1
1.43,34.3,53,13.38,1
0.58,34.2,53,13.77,1
0.62,31.1,66,21.25,1
1.29,31.1,66,21.42,1
0.99,31.2,63,22.65,1
0.54,34.4,50,17.3,1
0.41,36.2,50,13.65,1
1.32,35.2,53,14.6,1
0.51,34.1,60,11.53,1
1.27,28.3,79,21.67,1
1.52,29.1,75,2.53,1
1.47,29.4,75,2.55,1
1.31,30.3,75,10.42,1
1.32,32.1,71,12.85,1
1.95,34.4,63,13.58,1
1.77,31.3,66,16.67,1
0.81,28,89,7.23,1
1.5,32.2,67,9.53,1
0.67,35.1,56,12.93,1
1.36,35.3,56,13.58,1
1.56,29.2,79,19.27,1
1.8,30.1,70,19.4,1
1.9,34.1,50,11.45,1
1.02,31.1,71,17.43,1
0.92,32.1,71,19,1
0.46,31.1,75,19.4,1
4.75,31.1,63,22.65,0
6.35,29.1,75,5.7,0
3.59,29.2,75,6.98,0
1.05,29.9,64,17.75,1
1.25,33.1,53,18.48,1
0.71,29,66,0.95,1
1.96,29.4,66,3.6,1
0.83,29.2,66,4.77,1
0.45,31.3,66,7.82,1
0.58,30.4,61,9.9,1
1.97,35.1,50,14.52,1
0.53,34.1,53,16.35,1
1.82,34.2,56,18.17,1
1.73,31.1,63,20.67,1
0.62,31.1,63,20.8,1
1.41,31.2,63,23.92,1
1.12,30.4,70,2.25,1
0.41,29,70,6.88,1
1.98,31.2,63,7.37,1
1.27,33.1,59,10.8,1
1.96,35.4,50,14.03,1
1.67,34.3,60,18.32,1
1.61,29.1,79,6.55,1
1.15,29.1,79,7.18,1
1.54,30.7,58,9.23,1
1.26,34.2,60,12.17,1
1.83,35.2,50,14.4,1
1.01,35.1,44,15.4,1
1.3,34.1,47,17.5,1
0.71,30.6,61,17.53,1
1.59,34.2,47,17.78,1
1.27,31.1,66,21.38,1
4.81,31.1,63,20.72,0
0.65,31.1,71,22.05,1
1.28,36.2,50,13.5,1
0.58,36.2,50,13.53,1
1.06,36.2,50,13.85,1
1.17,31,71,18.97,1
1.97,28.4,89,21.22,1
0.57,29.3,75,0.52,1
0.92,29.4,75,2.73,1
0.58,28,72,8.92,1
0.9,33.2,63,10.58,1
1.55,35.1,56,12.5,1
0.67,35.1,56,12.9,1
0.72,29,79,16.02,1
1.11,26.5,82,19.12,1
1.88,30.2,70,19.88,1
1.38,34.2,63,11.35,1
0.81,35.1,56,16.3,1
7.3,31.1,63,22.55,0
7.25,30.3,70,7.27,0
1.34,30.3,66,22.8,1
0.44,30.1,66,23.05,1
1.22,29.4,66,0.57,1
1.67,29,66,1.87,1
0.41,29.3,66,5.43,1
1.96,29.3,66,7.17,1
0.5,33.1,59,10.43,1
1.94,34.3,56,18,1
1.22,34.2,56,18.12,1
1.52,31.1,63,22.3,1
1.43,31.2,63,23.88,1
1.36,35,53,16.23,1
1.65,34.3,60,17.82,1
1.45,31.1,66,21.43,1
0.52,32.3,67,10.12,1
0.75,33.3,63,10.52,1
1.35,33.3,63,10.73,1
1.64,34.1,60,12,1
0.87,35,50,15.08,1
0.9,35,50,15.1,1
0.96,35.3,47,16.37,1
0.49,35.3,47,16.53,1
1.02,35.4,47,16.75,1
0.82,34.1,47,18.22,1
1.06,32.4,63,19.97,1
0.6,31.2,66,21.72,1
0.61,31.2,66,21.87,1
0.42,31.1,63,22.48,1
8.06,32.2,59,19.73,0
2.43,32.4,59,20.12,0
2.4,31.2,63,20.28,0
5.64,31.1,63,21.45,0
0.9,30.1,66,23.67,1
0.93,32.2,63,12.4,1
1.47,35.3,53,14.88,1
1.25,31,71,18.8,1
1.86,28.4,79,23.2,1
1.17,29.3,70,0.23,1
1.98,29.1,75,2.45,1
1.59,29.1,75,2.5,1
0.58,28.4,84,4.27,1
0.65,30,63,9.48,1
0.94,30.3,75,10.32,1
1.42,34.2,56,11.55,1
0.65,34.4,60,11.53,1
1.71,34.1,60,11.58,1
0.51,35.4,56,13.88,1
2.25,29,79,18.75,0
1.4,30,79,21.07,1
3.26,29.1,75,5.47,0
8.36,33.1,59,9.32,0
5.58,33.1,59,9.37,0
5.3,35.1,50,16.1,0
3.34,35.1,50,16.22,0
0.86,33.4,53,19,1
1.67,30.3,66,0,1
1.93,29.4,66,1.12,1
1.93,31.4,66,7.7,1
0.54,31.2,66,8.27,1
0.7,33.1,59,10.35,1
1.38,34.3,56,11.85,1
0.42,35,50,12.58,1
1.7,36.2,50,13.98,1
1.2,34.2,53,17.03,1
0.91,34.2,56,18.18,1
1.94,31.3,63,20.33,1
0.44,31.1,63,22.22,1
1.72,30.1,66,3.78,1
1.5,28.6,70,8.77,1
1.96,28.2,79,5.03,1
1.86,28.1,84,5.95,1
1.92,30.4,75,7.77,1
0.56,29,67,8.38,1
1.54,30.1,75,8.5,1
1.34,34.4,60,11.58,1
1.99,34.1,60,12.92,1
1.18,33.2,59,19.02,1
1.26,32.4,63,20.12,1
1.36,31.2,63,22.68,1
0.78,31.1,63,23.1,1
1.67,34,50,17.82,1
4.52,32.2,59,19.77,0
4.75,33.2,63,12.35,0
1.76,36.2,50,13.72,1
0.73,31.3,71,19.13,1
0.5,30.2,70,19.3,1
1.34,29.3,75,1.25,1
1.88,29.2,75,1.5,1
1.17,30.3,75,10.25,1
0.65,33.4,63,11.22,1
1.61,34.2,63,13.9,1
1.16,32.3,67,10.25,1
0.76,35.2,56,14.08,1
1.15,30.2,70,19.95,1
1.29,31.3,75,18.75,1
0.59,32.1,71,18.97,1
0.89,31.1,75,19.55,1
0.54,34.2,50,17.5,1
0.57,29.9,64,17.72,1
0.65,32.3,63,20.13,1
0.74,29.1,66,1.72,1
1.19,29.2,66,4.02,1
1.96,29.2,66,6.1,1
0.77,31.4,66,7.68,1
1.94,36,50,13.5,1
0.89,35.3,56,15.48,1
0.75,34.3,56,17.48,1
1.36,33.4,59,18.42,1
0.79,31.1,63,22.65,1
0.44,30.3,66,0.35,1
1.47,30.3,70,1.65,1
1.23,30,66,2.38,1
1.93,29.3,70,5.08,1
1.91,29,66,5.95,1
1.64,35.2,53,15.9,1
1.39,34.4,60,17.5,1
0.45,32.3,63,20.35,1
0.77,28.1,84,6.1,1
1.38,30.2,75,7.33,1
0.76,35,50,15.23,1
1.05,32.1,63,19.3,1
0.63,27.1,78,19.63,1
6.88,32.2,59,19.72,0
1.17,29.1,75,2.23,1
0.64,29.1,70,23.92,1
1.5,29.3,75,1.08,1
1.62,28.1,79,2.12,1
0.9,28.1,84,5.43,1
0.96,28.2,84,5.97,1
1.93,28.1,84,6.47,1
1.03,28.1,84,6.98,1
1.14,28.4,89,2.13,1
4.58,32.2,67,9.5,0
1.74,32.3,67,10.13,1
1.98,29,79,16,1
1.23,30.2,79,20.77,1
0.59,30.2,79,21.43,1
2.8,31.2,63,22.15,0
6.51,30.4,66,1.98,0
7.29,30.3,66,4.8,0
5.7,34.2,56,11.77,0
1.64,29.1,66,2.35,1
0.92,29.2,66,3.9,1
1.19,29.3,66,7.02,1
1.6,33.2,59,9.4,1
0.57,36,50,13.32,1
1.95,35.2,56,15.83,1
0.6,33.4,59,18.33,1
0.74,32,59,19.43,1
1.45,29,70,7,1
1.33,33.2,59,10.23,1
1.5,34.4,56,12.08,1
0.54,35.2,53,14.57,1
1.1,35,53,15.67,1
1.97,35,53,16.2,1
1.84,31.2,66,22.02,1
0.66,29,75,23.75,1
0.9,28.1,79,4.52,1
1.11,30.1,75,7.82,1
1.28,30.1,75,8.23,1
1.73,34.4,60,11.52,1
0.46,34.2,53,13.6,1
1.67,34.2,53,13.7,1
0.41,33,59,18.75,1
0.47,31.1,66,20.55,1
0.79,31.1,66,20.7,1
0.42,30.2,70,23.62,1
2.31,32.2,59,19.67,0
7.74,31.1,63,21.18,0
6.33,33.2,63,12.27,0
5.84,31.1,63,22.03,0
0.64,35.2,53,14.78,1
1.04,35.1,53,12.45,1
0.99,28.4,79,21.95,1
1.5,29.3,75,0.73,1
0.91,28.2,79,1.65,1
1.1,29.4,75,2.77,1
0.84,28.1,84,8.03,1
1.04,28.1,84,8.12,1
1.13,30,63,9.38,1
1.52,34.2,56,11.62,1
1.93,32.3,67,10.05,1
0.43,33.4,63,11.23,1
0.42,35.2,56,13.23,1
0.56,34.3,60,10.5,1
1.75,31.3,75,20,1
1.07,30,79,20.75,1
7.11,30.1,70,0.53,0
7.4,30.2,70,1.05,0
2.46,35.4,53,14.33,0
1.02,35.1,53,15.22,1
7.67,33.3,53,19.13,0
0.48,32.2,63,19.37,1
0.65,30.3,66,0.22,1
0.47,29.1,66,1.63,1
1.27,29.1,66,3.23,1
1.66,29.4,66,4.28,1
0.51,29.2,66,6.07,1
1.41,29.3,66,6.45,1
1.1,29.3,66,6.92,1
1.03,33.2,59,9.43,1
1.01,33.2,59,9.58,1
0.71,33.3,59,10.63,1
1.93,34,56,11.67,1
1.85,34.3,56,11.97,1
0.63,35,50,12.65,1
0.46,35,50,12.77,1
0.77,32.2,53,13.18,1
1.33,33.1,59,18.75,1
0.5,31.1,63,22.28,1
1.51,30.3,70,1.67,1
1.29,33,59,9.75,1
1.04,28.5,72,19,1
1.47,31.2,66,22.23,1
1.52,29,75,23.73,1
0.84,28.1,79,4.48,1
1.27,28.2,79,5.05,1
0.73,28.2,79,5.15,1
1.6,28,84,5.48,1
1.77,30.1,75,8.77,1
0.69,32.3,67,9.52,1
1.84,34.1,47,17.33,1
1.13,33,59,18.77,1
1.5,30.2,70,23.52,1
1.45,35.2,47,17.03,1
0.66,34.1,50,17.58,1
4.43,32.4,59,20.2,0
6.86,25.2,87,21.28,0
2.36,33.2,63,12.23,0
1.32,35.2,53,14.65,1
0.72,31,71,18.98,1
0.63,26.6,83,19.85,1
1.59,29.3,70,0.27,1
1.02,25.1,88,6.55,1
1.01,34.2,60,12.02,1
0.46,36.2,53,15.52,1
8.62,31.3,63,21.73,0
1.08,30.1,70,0.77,1
2.5,30.4,66,2.2,0
7.99,30.3,70,7.68,0
1.12,30.1,66,23.77,1
1.28,29.2,66,4.1,1
0.78,29.3,66,7.07,1
1.31,33.3,59,10.75,1
1.61,35.1,50,13.03,1
0.93,36,50,13.62,1
1.47,35.3,56,15.77,1
0.74,33.1,59,19.17,1
0.63,29.3,70,4.92,1
1.21,29,70,6.93,1
1.9,30.4,61,9.02,1
0.47,33.2,59,10.25,1
1.74,35.4,50,13.78,1
1.2,35.2,53,14.32,1
1.03,35.4,53,16.92,1
0.65,29,75,23.8,1
0.91,28.1,79,4.95,1
1.06,30.1,75,8.42,1
0.41,32.2,67,9.67,1
1.5,33.6,48,13.15,1
1.43,35,50,15,1
0.64,35.3,47,16.32,1
1.03,33.2,59,18.83,1
5.36,32.2,59,19.63,0
1.13,30.1,66,23.63,1
7.69,30.1,66,0.3,0
1.07,31.2,71,20.55,1
1.46,36.2,50,13.68,1
1.41,36.2,50,13.98,1
1.05,36.2,50,14.02,1
0.65,29.4,75,2.7,1
1.49,28.1,84,6.37,1
0.44,34.2,56,11.58,1
1.88,32.1,71,12.62,1
1.97,27.2,94,22.98,1
1.75,28.2,89,7.55,1
0.61,34.4,60,11.28,1
1.29,34.4,60,11.48,1
1.51,35.1,56,12.35,1
1.72,34.3,60,10.73,1
1.6,31.1,71,18.17,1
2.58,31.2,63,21.5,0
5.05,30.1,70,0.78,0
6.71,30.1,66,1.65,0
3.37,30.1,66,3.08,0
5.48,30.1,66,3.18,0
7.06,29.1,75,5.38,0
2.83,29.1,75,5.57,0
8.5,29.2,75,7,0
3.84,30.3,70,8.25,0
1.84,29.2,66,4.25,1
1.97,31.2,66,8.23,1
1.4,33.3,59,10.67,1
0.48,34,56,11.7,1
1.4,35.3,56,15.73,1
0.45,34.1,53,16.27,1
0.95,31.1,63,20.98,1
0.92,25.3,88,0.6,1
0.89,34.4,56,12.58,1
1.19,34.2,60,18.6,1
0.56,29.3,75,23.32,1
0.78,29.3,75,23.45,1
1.39,29,75,23.78,1
1.43,29.1,79,6.82,1
0.99,34.4,60,11.38,1
1.75,34.2,60,12.58,1
1.36,33,59,18.62,1
1.17,33.3,59,19.18,1
0.74,30.3,70,23.97,1
5.4,32.4,59,20.17,0
1.3,30.1,66,23.87,1
1.08,36.2,50,13.92,1
1.59,30.3,70,19.73,1
0.82,28.2,79,22.55,1
0.54,28.2,79,22.65,1
0.43,28.4,84,3.9,1
1.01,28.1,84,7.85,1
0.44,28,72,8.88,1
1.14,30.3,75,9.72,1
1.01,34.1,63,13.33,1
1.01,33.3,67,14.38,1
1.02,33,63,10.33,1
0.49,35.3,56,13.38,1
8.38,30.1,70,19.37,0
1.62,34.3,60,10.62,1
1.45,35,56,12.38,1
1.62,35.3,50,12.17,1
1.64,30.2,79,21.28,1
1.2,30.2,79,21.38,1
1.69,30.2,79,21.5,1
0.85,30,79,21.68,1
7.05,31.3,63,23.23,0
5.74,29,75,7.13,0
2.2,30.3,70,8.68,0
8.84,33.1,53,18.5,0
3,32.1,59,19.42,0
1.3,30.3,66,22.88,1
0.68,29.4,66,4.42,1
1.27,31.4,66,7.6,1
0.63,33.2,59,9.57,1
1.41,33.2,59,10.17,1
1.21,33.4,59,11.22,1
1.74,34,56,11.72,1
0.97,35.4,50,12.33,1
1.82,31.9,54,14.87,1
1.25,35.2,56,16.1,1
1.24,33.1,59,18.68,1
0.92,33.3,59,18.92,1
0.49,26.6,81,20.58,1
1.13,31.1,63,20.77,1
0.93,30.3,66,0.38,1
1.98,30.3,66,0.67,1
1.9,30,66,2.88,1
0.63,30.1,66,3.33,1
0.48,31.4,63,8.1,1
0.48,33.1,59,10.53,1
0.99,34,56,11.63,1
1.19,35.4,50,13.6,1
1.08,34.3,60,17.95,1
1.05,34.4,60,19.07,1
0.59,31.3,71,23.13,1
0.57,27.1,89,3.22,1
1.38,28.3,79,4.7,1
1.21,29.1,79,6.97,1
1.47,30.1,75,8.78,1
0.74,33.3,63,10.47,1
0.54,34.2,60,12.13,1
0.74,34.2,60,12.53,1
1.21,34.2,53,13.67,1
0.64,35,50,15.2,1
0.9,31.2,66,20.45,1
1.79,31.2,66,22.03,1
1.52,31.1,63,23.07,1
2.61,32.3,59,19.78,0
1,31.9,54,14.22,1
1.97,31.3,71,19.23,1
0.93,29.1,70,23.42,1
1.73,28.1,84,5.27,1
1.1,28.1,84,5.48,1
1.96,28.2,84,5.95,1
0.63,30.3,75,10.47,1
1.76,33.4,63,10.63,1
1.14,34.2,56,11.6,1
1.6,35.4,56,13.87,1
1.86,35.2,56,14.2,1
5.16,30.1,70,19.48,0
1.91,30.1,70,19.5,1
0.43,35,56,12.35,1
1.83,29.4,75,15.05,1
1.89,30.2,79,20.95,1
8.07,30.1,66,23.87,0
5.7,29.1,75,5.68,0
6.18,33.1,59,9.3,0
1.85,33.3,53,19.25,1
1.59,31.2,66,8.38,1
1.48,35.2,50,12.88,1
0.52,34.2,53,16.55,1
0.93,34.3,56,17.5,1
1.87,31.3,63,20.32,1
1.74,31.3,63,20.35,1
1,31,63,23.15,1
1.27,30.3,66,3.08,1
0.51,30.1,66,3.6,1
1.06,30.2,66,4.15,1
1.27,31.4,63,7.67,1
1.28,35.4,50,13.58,1
1.66,35.2,53,15.78,1
1.25,35.3,53,16.33,1
0.82,32.1,63,19.77,1
0.71,32.1,63,19.82,1
0.9,32.3,63,21.12,1
0.68,31.2,66,22.18,1
1.64,31.3,71,23.25,1
1.47,29.3,75,23.42,1
0.43,27.1,84,1.85,1
0.87,28.1,84,5.58,1
1.81,27.2,78,7.62,1
0.88,29,67,8.95,1
0.52,33.2,63,10.88,1
0.43,34.3,60,12.38,1
0.87,33.2,59,18.8,1
1.79,32,63,19.57,1
1.56,31.4,63,22.92,1
1.86,30.2,70,23.63,1
8.73,31.1,63,20.97,0
1.01,30.1,66,0,1
1.34,32.5,52,13.6,1
0.98,30.1,70,20.13,1
1.18,29.2,70,23.77,1
1.42,29.1,75,2.42,1
1.45,28.4,84,4.37,1
1,28.4,84,4.42,1
1.63,28.2,84,4.55,1
1.61,25.1,88,6.53,1
1.39,30,63,9.5,1
1.66,33.4,63,10.65,1
1.33,33.4,67,14.55,1
1.19,31.6,60,14.03,1
1.77,29,79,15.87,1
1.45,25.7,87,23.23,1
0.5,31.1,75,19.72,1
1.42,30.2,79,21.37,1
8.07,31,63,22.52,0
5.74,30.3,70,7.67,0
2.12,33.4,59,9.62,0
1.82,29.1,66,2.38,1
0.46,29.1,66,2.65,1
1.18,29.4,66,4.9,1
1.66,29.4,66,5,1
0.75,33.1,59,19.23,1
0.9,32,59,19.5,1
0.88,26.6,81,20.57,1
1.98,31.1,63,20.72,1
1.7,31.1,63,22.02,1
1.94,30.3,66,0.93,1
0.57,30.1,70,1.5,1
1.24,33.2,59,10.92,1
0.44,35.1,53,15.28,1
1.71,35,53,15.55,1
1.31,27.1,89,3.27,1
0.85,29.1,79,6.8,1
1.66,32.3,67,9.42,1
1.36,33.3,63,10.38,1
1.48,33.2,63,10.83,1
1.59,34.1,60,11.95,1
1.43,35.1,44,15.35,1
1.79,33.2,59,19.03,1
1.34,31.1,66,20.58,1
1.4,31.1,63,22.47,1
8.75,32.4,59,20.18,0
0.41,34.1,60,11.73,1
0.42,30.2,70,19.43,1
0.69,30.1,70,20.12,1
1.09,29.2,75,0.35,1
0.62,28.3,84,3.43,1
1.88,28.1,84,5.3,1
1.75,28.1,84,6.83,1
1.42,30.3,75,10.2,1
0.96,34.4,56,11.87,1
0.69,34.4,60,11.52,1
0.59,34.4,60,12.25,1
1.64,35.1,56,12.83,1
1.57,31.6,60,14.07,1
0.88,29,79,15.83,1
1.19,30.4,67,16.27,1
1.15,29.4,75,15.02,1
1.89,31.1,71,18.23,1
0.61,31,63,22.33,1
5.78,30.3,66,5.03,0
4.06,29.3,75,6.17,0
4.76,30,62,9.08,0
0.62,29.4,66,0.55,1
0.86,31.3,66,8.03,1
1,33.2,59,9.62,1
1.63,33,59,11.02,1
1.24,36.1,50,14.1,1
1.87,35.3,56,15.78,1
1.08,34.2,53,16.77,1
0.81,34.2,53,16.98,1
0.46,33.4,59,18.5,1
1.81,31.1,63,20.65,1
0.84,31.4,63,21.15,1
1.48,26.2,84,22.82,1
1.28,30.3,66,0.83,1
0.8,30.1,70,1.45,1
1.34,29.2,66,5.43,1
1.07,29.2,66,5.47,1
1.46,29.1,66,6.27,1
0.73,34.4,56,12.18,1
0.5,35.2,53,14.47,1
0.85,32.3,63,21.07,1
0.41,31.4,66,21.67,1
1.68,27.3,89,2.87,1
1.79,29.1,79,6.95,1
0.86,30.4,75,7.68,1
1.32,32.3,67,9.43,1
1.08,33.2,63,10.92,1
1.07,35.2,50,14.3,1
1.35,35.3,47,16.98,1
0.97,34.1,47,17.47,1
0.42,32,63,19.65,1
0.55,31.1,66,21.18,1
0.75,31.1,66,21.27,1
0.84,31.2,63,22.67,1
4.18,31.1,63,21.33,0
1.79,30.3,70,19.72,1
1.85,30.1,70,20.22,1
1.34,29.4,75,2.67,1
1.82,29.4,75,2.75,1
0.65,34.4,63,13.73,1
1.59,28.3,89,5.98,1
1.86,35.2,56,12.72,1
0.43,30.1,70,19.37,1
1.02,34.3,60,10.62,1
1.67,31,71,17.2,1
1.41,31.1,71,18.12,1
1.78,31.4,75,20.1,1
2.63,31.1,63,22.62,0
3.32,30,70,0.48,0
4.42,30.4,66,1.83,0
8.01,29,75,7.12,0
6.67,30,62,9.03,0
0.5,33.4,56,18.63,1
0.9,30.3,66,23.97,1
1.83,34.3,56,11.95,1
1.22,36,50,13.52,1
1.6,35.3,56,15.53,1
1.55,34.2,53,16.82,1
1.17,34.2,53,16.88,1
0.93,31.2,63,23.67,1
1.41,30.3,66,0.42,1
0.61,30,66,3.02,1
0.66,29,66,5.92,1
1.83,29.3,70,6.72,1
0.58,29.2,70,7.2,1
0.72,31.4,63,8.38,1
0.68,34.1,56,13.15,1
0.44,35.2,50,13.52,1
1.38,35.3,53,16.4,1
1.65,35,53,16.65,1
0.59,34.3,60,17.87,1
0.72,32.1,63,20.73,1
1.45,27.3,89,2.9,1
1.41,30.4,75,7.57,1
0.77,32,52,10.55,1
1.07,34.2,53,13.58,1
1.58,35.3,50,14.73,1
1.92,31.2,66,20.43,1
1.98,30.1,70,23.48,1
4.82,31.1,63,21.88,0
0.62,35.1,53,17.58,1
1.24,28.2,89,20.38,1
0.46,28,79,22.33,1
1.76,29.1,70,23.88,1
1.93,32.2,71,12.38,1
1.08,35,44,13.15,1
6.44,29.1,75,5.45,0
3.16,29.1,75,5.58,0
6.43,35.1,50,16.12,0
1.98,29.2,66,4.75,1
0.41,29.3,66,6.42,1
0.82,29.1,66,6.6,1
1.5,29.3,66,7.1,1
0.66,31.2,66,8.7,1
1.81,33.1,59,10.3,1
0.46,35,50,12.53,1
0.8,35,50,12.57,1
1.88,35.1,50,13.12,1
1.47,36.1,50,14.15,1
1.43,34.2,53,16.57,1
1.37,34.3,56,17.43,1
1.8,30.3,70,1.73,1
0.58,29.3,70,4.88,1
0.51,29.3,70,5.3,1
0.84,29,66,5.55,1
1.29,29,66,5.68,1
1.42,31.2,63,7.82,1
1.57,35,53,15.68,1
1.4,28.1,79,4.82,1
1.17,32.4,67,9.9,1
0.54,35.3,50,14.57,1
1.22,35.3,50,14.67,1
1.68,33.3,59,18.43,1
0.88,33.2,59,18.87,1
1.84,31.2,66,21.63,1
1.64,31.2,66,21.97,1
1.79,31.4,63,23,1
0.52,31.4,63,23.03,1
3.6,32.4,59,20.15,0
0.99,30.1,66,23.62,1
1.21,28.3,84,2.35,1
6.01,35.1,53,17.72,0
1.92,32.2,67,20.1,1
1.29,35.4,53,14.37,1
1.84,29.2,75,1.33,1
1.52,28.3,84,5.7,1
1.35,28.1,84,6.42,1
1.45,28.1,84,6.67,1
1.42,28.3,84,7.6,1
0.45,28,72,8.9,1
0.46,30.3,75,9.77,1
1.28,34.1,63,13.5,1
0.53,29,79,15.88,1
0.48,29.2,79,19.2,1
0.98,34.4,60,11.27,1
0.56,31.1,75,19.67,1
1.04,30,79,20.68,1
1.28,26.2,82,21.22,1
1.54,30.4,79,21.87,1
4.06,31,63,22.83,0
0.86,29.3,75,6.2,1
0.59,30.3,70,7.73,1
1.92,31.2,66,7.53,1
1.38,33.2,59,9.27,1
0.64,33.3,59,10.6,1
1.4,33,59,10.92,1
1.91,34.2,53,16.68,1
0.67,29.3,70,4.87,1
1.56,31.2,63,7.93,1
0.6,28.6,70,8.78,1
0.49,34.1,56,11.38,1
0.59,34.1,56,13.2,1
